ID,X,Y,DispX,DispY,VelX,VelY,AccelX,AccelY,InternalForceX,InternalForceY,ExternalForceX,ExternalForceY,StrainEnergy,WorkPotential,PotentialEnergy,KineticEnergy,Lagrangian
0,0.00000E+00,0.00000E+00,-1.25532E-06,-2.82493E-07,-2.00371E-04,9.67561E-05,2.72903E-01,-1.39738E-02,7.07492E-03,-1.12489E-04,-4.87805E-03,0.00000E+00,4.01809E-12,6.12351E-09,-6.11949E-09,1.99278E-16,6.11949E-09
1,0.00000E+00,1.00000E+00,-1.24149E-06,-2.67327E-07,-1.89835E-04,9.82999E-05,2.47952E-01,-7.21846E-02,6.87406E-03,-5.81086E-04,-4.87805E-03,0.00000E+00,4.23162E-12,6.05605E-09,-6.05182E-09,1.83944E-16,6.05182E-09
2,0.00000E+00,2.00000E+00,-1.22801E-06,-2.52230E-07,-1.79312E-04,9.93388E-05,2.05042E-01,-1.99772E-04,6.52864E-03,-1.60816E-06,-4.87805E-03,0.00000E+00,4.42996E-12,5.99028E-09,-5.98585E-09,1.69135E-16,5.98585E-09
3,0.00000E+00,3.00000E+00,-1.21466E-06,-2.37234E-07,-1.68578E-04,9.99632E-05,2.29352E-01,-7.39771E-03,6.72434E-03,-5.95516E-05,-4.87805E-03,0.00000E+00,4.97119E-12,5.92515E-09,-5.92018E-09,1.54606E-16,5.92018E-09
4,0.00000E+00,4.00000E+00,-1.20145E-06,-2.22430E-07,-1.57912E-04,9.92190E-05,2.20513E-01,-7.91223E-03,6.65318E-03,-6.36934E-05,-4.87805E-03,0.00000E+00,5.55871E-12,5.86075E-09,-5.85519E-09,1.39992E-16,5.85519E-09
5,0.00000E+00,5.00000E+00,-1.18850E-06,-2.07837E-07,-1.48452E-04,9.77402E-05,2.45442E-01,-2.63370E-02,6.85385E-03,-2.12013E-04,-4.87805E-03,0.00000E+00,6.58129E-12,5.79754E-09,-5.79096E-09,1.27155E-16,5.79096E-09
6,0.00000E+00,6.00000E+00,-1.17576E-06,-1.93496E-07,-1.39587E-04,9.47011E-05,2.74825E-01,-6.03673E-02,7.09039E-03,-4.85957E-04,-4.87805E-03,0.00000E+00,8.02343E-12,5.73541E-09,-5.72739E-09,1.14523E-16,5.72739E-09
7,0.00000E+00,7.00000E+00,-1.16322E-06,-1.79469E-07,-1.32673E-04,9.17908E-05,2.76082E-01,-6.00717E-02,7.10051E-03,-4.83577E-04,-4.87805E-03,0.00000E+00,9.70580E-12,5.67424E-09,-5.66453E-09,1.04761E-16,5.66453E-09
8,0.00000E+00,8.00000E+00,-1.15090E-06,-1.65795E-07,-1.26193E-04,8.89844E-05,2.64718E-01,-1.11475E-01,7.00903E-03,-8.97377E-04,-4.87805E-03,0.00000E+00,1.17098E-11,5.61416E-09,-5.60245E-09,9.59672E-17,5.60245E-09
9,0.00000E+00,9.00000E+00,-1.13887E-06,-1.52541E-07,-1.20788E-04,8.59717E-05,2.69569E-01,-1.20894E-01,7.04808E-03,-9.73200E-04,-4.87805E-03,0.00000E+00,1.38016E-11,5.55547E-09,-5.54166E-09,8.84732E-17,5.54166E-09
10,0.00000E+00,1.00000E+01,-1.12714E-06,-1.39745E-07,-1.15673E-04,8.31688E-05,2.32516E-01,-8.86754E-02,6.74980E-03,-7.13837E-04,-4.87805E-03,0.00000E+00,1.55666E-11,5.49824E-09,-5.48268E-09,8.16969E-17,5.48268E-09
11,0.00000E+00,1.10000E+01,-1.11580E-06,-1.27412E-07,-1.09658E-04,8.06784E-05,2.06731E-01,-1.07837E-01,6.54223E-03,-8.68087E-04,-4.87805E-03,0.00000E+00,1.73543E-11,5.44294E-09,-5.42558E-09,7.45989E-17,5.42558E-09
12,0.00000E+00,1.20000E+01,-1.10494E-06,-1.15573E-07,-1.04032E-04,7.77900E-05,2.33402E-01,-7.93564E-02,6.75694E-03,-6.38819E-04,-4.87805E-03,0.00000E+00,1.91762E-11,5.38995E-09,-5.37077E-09,6.79177E-17,5.37077E-09
13,0.00000E+00,1.30000E+01,-1.09456E-06,-1.04213E-07,-9.83260E-05,7.45285E-05,2.50404E-01,-9.31990E-02,6.89380E-03,-7.50252E-04,-4.87805E-03,0.00000E+00,2.11462E-11,5.33930E-09,-5.31815E-09,6.12705E-17,5.31815E-09
14,0.00000E+00,1.40000E+01,-1.08468E-06,-9.33392E-08,-9.16432E-05,7.06362E-05,2.34314E-01,-1.29247E-01,6.76427E-03,-1.04044E-03,-4.87805E-03,0.00000E+00,2.29736E-11,5.29110E-09,-5.26813E-09,5.38865E-17,5.26813E-09
15,0.00000E+00,1.50000E+01,-1.07535E-06,-8.29712E-08,-8.52323E-05,6.65726E-05,1.92938E-01,-1.12293E-01,6.43120E-03,-9.03958E-04,-4.87805E-03,0.00000E+00,2.44121E-11,5.24561E-09,-5.22120E-09,4.70783E-17,5.22120E-09
16,0.00000E+00,1.60000E+01,-1.06666E-06,-7.30952E-08,-7.92522E-05,6.12763E-05,1.35535E-01,-9.22047E-02,5.96910E-03,-7.42248E-04,-4.87805E-03,0.00000E+00,2.54231E-11,5.20320E-09,-5.17778E-09,4.03937E-17,5.17778E-09
17,0.00000E+00,1.70000E+01,-1.05870E-06,-6.36809E-08,-7.31674E-05,5.54947E-05,1.06963E-01,-1.03363E-01,5.73910E-03,-8.32071E-04,-4.87805E-03,0.00000E+00,2.63934E-11,5.16441E-09,-5.13801E-09,3.39433E-17,5.13801E-09
18,0.00000E+00,1.80000E+01,-1.05155E-06,-5.47099E-08,-6.78097E-05,4.97739E-05,1.01676E-01,-4.78568E-02,5.69654E-03,-3.85247E-04,-4.87805E-03,0.00000E+00,2.71256E-11,5.12952E-09,-5.10239E-09,2.84793E-17,5.10239E-09
19,0.00000E+00,1.90000E+01,-1.04522E-06,-4.61153E-08,-6.34692E-05,4.35466E-05,6.01167E-02,-5.01658E-02,5.36199E-03,-4.03835E-04,-4.87805E-03,0.00000E+00,2.75722E-11,5.09862E-09,-5.07105E-09,2.38467E-17,5.07105E-09
20,0.00000E+00,2.00000E+01,-1.03975E-06,-3.78674E-08,-5.94617E-05,3.61862E-05,1.42089E-03,-2.96475E-02,4.88949E-03,-2.38663E-04,-4.87805E-03,0.00000E+00,2.77034E-11,5.07195E-09,-5.04425E-09,1.95017E-17,5.04425E-09
21,0.00000E+00,2.10000E+01,-1.03521E-06,-2.99123E-08,-5.59555E-05,2.95800E-05,-3.02595E-02,-3.10586E-02,4.63446E-03,-2.50022E-04,-4.87805E-03,0.00000E+00,2.79353E-11,5.04982E-09,-5.02188E-09,1.61241E-17,5.02188E-09
22,0.00000E+00,2.20000E+01,-1.03163E-06,-2.22091E-08,-5.35840E-05,2.21574E-05,-5.65233E-02,-1.72723E-02,4.42304E-03,-1.39042E-04,-4.87805E-03,0.00000E+00,2.80810E-11,5.03236E-09,-5.00428E-09,1.35328E-17,5.00428E-09
23,0.00000E+00,2.30000E+01,-1.02905E-06,-1.46962E-08,-5.21754E-05,1.46073E-05,-8.04105E-02,-1.60361E-02,4.23074E-03,-1.29091E-04,-4.87805E-03,0.00000E+00,2.81928E-11,5.01974E-09,-4.99155E-09,1.18160E-17,4.99155E-09
24,0.00000E+00,2.40000E+01,-1.02750E-06,-7.31175E-09,-5.11800E-05,7.18427E-06,-7.46617E-02,-2.66151E-02,4.27702E-03,-2.14251E-04,-4.87805E-03,0.00000E+00,2.84282E-11,5.01218E-09,-4.98376E-09,1.07508E-17,4.98376E-09
25,0.00000E+00,2.50000E+01,-1.02699E-06,6.98045E-18,-5.07226E-05,1.10233E-12,-6.40458E-02,-3.04872E-08,4.36248E-03,-2.45422E-10,-4.87805E-03,0.00000E+00,2.85603E-11,5.00969E-09,-4.98113E-09,1.03554E-17,4.98113E-09
26,0.00000E+00,2.60000E+01,-1.02750E-06,7.31175E-09,-5.11800E-05,-7.18427E-06,-7.46616E-02,2.66152E-02,4.27702E-03,2.14252E-04,-4.87805E-03,0.00000E+00,2.84282E-11,5.01218E-09,-4.98376E-09,1.07508E-17,4.98376E-09
