ID,X,Y,DispX,DispY,VelX,VelY,AccelX,AccelY,InternalForceX,InternalForceY,ExternalForceX,ExternalForceY,StrainEnergy,WorkPotential,PotentialEnergy,KineticEnergy,Lagrangian
0,0.00000E+00,0.00000E+00,-7.80735E-07,-4.31743E-07,2.67312E-04,1.63527E-04,3.99057E-02,1.94234E-01,5.19929E-03,1.56359E-03,-4.87805E-03,0.00000E+00,2.53203E-13,3.80846E-09,-3.80821E-09,3.95243E-16,3.80821E-09
1,0.00000E+00,1.00000E+00,-7.84919E-07,-4.18382E-07,2.63537E-04,1.52794E-04,-3.88861E-02,1.76583E-01,4.56502E-03,1.42149E-03,-4.87805E-03,0.00000E+00,4.84688E-13,3.82887E-09,-3.82839E-09,3.73512E-16,3.82839E-09
2,0.00000E+00,2.00000E+00,-7.89289E-07,-4.04929E-07,2.61194E-04,1.42253E-04,4.51434E-02,1.83288E-01,5.24145E-03,1.47547E-03,-4.87805E-03,0.00000E+00,1.29471E-12,3.85019E-09,-3.84890E-09,3.56045E-16,3.84890E-09
3,0.00000E+00,3.00000E+00,-7.93736E-07,-3.91320E-07,2.57373E-04,1.32151E-04,2.36407E-02,1.24691E-01,5.06836E-03,1.00376E-03,-4.87805E-03,0.00000E+00,2.27824E-12,3.87188E-09,-3.86960E-09,3.36912E-16,3.86960E-09
4,0.00000E+00,4.00000E+00,-7.98393E-07,-3.77520E-07,2.54666E-04,1.23830E-04,3.51426E-02,1.15514E-01,5.16095E-03,9.29889E-04,-4.87805E-03,0.00000E+00,3.11546E-12,3.89460E-09,-3.89149E-09,3.22759E-16,3.89149E-09
5,0.00000E+00,5.00000E+00,-8.03220E-07,-3.63490E-07,2.50446E-04,1.15798E-04,6.40084E-04,1.59149E-01,4.88320E-03,1.28115E-03,-4.87805E-03,0.00000E+00,4.10283E-12,3.91815E-09,-3.91404E-09,3.06433E-16,3.91404E-09
6,0.00000E+00,6.00000E+00,-8.08261E-07,-3.49145E-07,2.46359E-04,1.08599E-04,-2.18098E-02,9.61688E-02,4.70248E-03,7.74158E-04,-4.87805E-03,0.00000E+00,5.07053E-12,3.94274E-09,-3.93767E-09,2.91758E-16,3.93767E-09
7,0.00000E+00,7.00000E+00,-8.13537E-07,-3.34472E-07,2.42638E-04,1.03005E-04,3.65492E-02,1.59807E-01,5.17227E-03,1.28645E-03,-4.87805E-03,0.00000E+00,6.33897E-12,3.96848E-09,-3.96214E-09,2.79670E-16,3.96214E-09
8,0.00000E+00,8.00000E+00,-8.18973E-07,-3.19405E-07,2.40045E-04,9.80854E-05,1.34696E-01,2.59189E-01,5.96235E-03,2.08647E-03,-4.87805E-03,0.00000E+00,7.51364E-12,3.99499E-09,-3.98747E-09,2.70651E-16,3.98748E-09
9,0.00000E+00,9.00000E+00,-8.24475E-07,-3.03856E-07,2.37833E-04,9.44289E-05,2.16543E-01,1.43569E-01,6.62122E-03,1.15573E-03,-4.87805E-03,0.00000E+00,7.76696E-12,4.02183E-09,-4.01406E-09,2.63562E-16,4.01406E-09
10,0.00000E+00,1.00000E+01,-8.29963E-07,-2.87874E-07,2.37590E-04,9.09508E-05,2.65707E-01,1.38555E-01,7.01699E-03,1.11536E-03,-4.87805E-03,0.00000E+00,7.98681E-12,4.04860E-09,-4.04061E-09,2.60502E-16,4.04061E-09
11,0.00000E+00,1.10000E+01,-8.35367E-07,-2.71443E-07,2.38826E-04,8.80064E-05,2.77148E-01,1.63562E-01,7.10909E-03,1.31667E-03,-4.87805E-03,0.00000E+00,8.17889E-12,4.07496E-09,-4.06678E-09,2.60751E-16,4.06678E-09
12,0.00000E+00,1.20000E+01,-8.40655E-07,-2.54547E-07,2.41157E-04,8.48183E-05,2.43040E-01,1.04435E-01,6.83452E-03,8.40706E-04,-4.87805E-03,0.00000E+00,8.28669E-12,4.10076E-09,-4.09247E-09,2.63037E-16,4.09247E-09
13,0.00000E+00,1.30000E+01,-8.45852E-07,-2.37213E-07,2.44659E-04,8.05846E-05,2.43276E-01,9.72398E-02,6.83642E-03,7.82780E-04,-4.87805E-03,0.00000E+00,8.52605E-12,4.12611E-09,-4.11758E-09,2.67067E-16,4.11758E-09
14,0.00000E+00,1.40000E+01,-8.50903E-07,-2.19428E-07,2.47902E-04,7.64611E-05,2.54084E-01,1.18823E-01,6.92342E-03,9.56523E-04,-4.87805E-03,0.00000E+00,8.83092E-12,4.15075E-09,-4.14192E-09,2.70889E-16,4.14192E-09
15,0.00000E+00,1.50000E+01,-8.55753E-07,-2.01177E-07,2.51133E-04,7.20536E-05,2.78183E-01,1.01740E-01,7.11742E-03,8.19003E-04,-4.87805E-03,0.00000E+00,8.89654E-12,4.17440E-09,-4.16551E-09,2.74744E-16,4.16551E-09
16,0.00000E+00,1.60000E+01,-8.60339E-07,-1.82485E-07,2.53642E-04,6.67257E-05,3.27449E-01,1.13624E-01,7.51401E-03,9.14672E-04,-4.87805E-03,0.00000E+00,8.74184E-12,4.19678E-09,-4.18804E-09,2.76866E-16,4.18804E-09
17,0.00000E+00,1.70000E+01,-8.64553E-07,-1.63366E-07,2.55652E-04,6.06903E-05,3.27317E-01,8.36175E-02,7.51295E-03,6.73121E-04,-4.87805E-03,0.00000E+00,8.45108E-12,4.21733E-09,-4.20888E-09,2.77890E-16,4.20888E-09
18,0.00000E+00,1.80000E+01,-8.68363E-07,-1.43858E-07,2.59148E-04,5.50484E-05,3.07173E-01,2.35994E-02,7.35079E-03,1.89975E-04,-4.87805E-03,0.00000E+00,8.15592E-12,4.23592E-09,-4.22776E-09,2.82508E-16,4.22776E-09
19,0.00000E+00,1.90000E+01,-8.71752E-07,-1.24026E-07,2.63867E-04,4.89397E-05,3.00838E-01,5.12181E-02,7.29979E-03,4.12306E-04,-4.87805E-03,0.00000E+00,8.03648E-12,4.25245E-09,-4.24441E-09,2.89884E-16,4.24441E-09
20,0.00000E+00,2.00000E+01,-8.74679E-07,-1.03889E-07,2.67485E-04,4.19077E-05,2.73548E-01,4.66541E-02,7.08011E-03,3.75566E-04,-4.87805E-03,0.00000E+00,8.06519E-12,4.26673E-09,-4.25866E-09,2.95051E-16,4.25866E-09
21,0.00000E+00,2.10000E+01,-8.77142E-07,-8.34891E-08,2.69858E-04,3.44766E-05,2.38776E-01,5.23598E-02,6.80019E-03,4.21496E-04,-4.87805E-03,0.00000E+00,8.26063E-12,4.27874E-09,-4.27048E-09,2.97898E-16,4.27048E-09
22,0.00000E+00,2.20000E+01,-8.79152E-07,-6.28653E-08,2.72903E-04,2.66103E-05,2.60360E-01,9.97455E-02,6.97395E-03,8.02951E-04,-4.87805E-03,0.00000E+00,8.28467E-12,4.28855E-09,-4.28026E-09,3.02617E-16,4.28026E-09
23,0.00000E+00,2.30000E+01,-8.80674E-07,-4.20341E-08,2.75944E-04,1.79637E-05,3.39832E-01,7.59673E-02,7.61369E-03,6.11537E-04,-4.87805E-03,0.00000E+00,7.91849E-12,4.29597E-09,-4.28805E-09,3.07783E-16,4.28805E-09
24,0.00000E+00,2.40000E+01,-8.81602E-07,-2.10520E-08,2.77089E-04,9.09718E-06,3.67575E-01,1.48739E-02,7.83703E-03,1.19735E-04,-4.87805E-03,0.00000E+00,7.71501E-12,4.30050E-09,-4.29278E-09,3.09365E-16,4.29278E-09
25,0.00000E+00,2.50000E+01,-8.81902E-07,-1.33494E-16,2.77069E-04,4.27576E-12,3.48978E-01,4.83473E-07,7.68732E-03,3.89196E-09,-4.87805E-03,0.00000E+00,7.77014E-12,4.30196E-09,-4.29419E-09,3.08988E-16,4.29419E-09
26,0.00000E+00,2.60000E+01,-8.81602E-07,2.10520E-08,2.77089E-04,-9.09718E-06,3.67575E-01,-1.48740E-02,7.83703E-03,-1.19736E-04,-4.87805E-03,0.00000E+00,7.71501E-12,4.30050E-09,-4.29278E-09,3.09365E-16,4.29278E-09
27,0.00000E+00,2.70000E+01,-8.80674E-07,4.20341E-08,2.75944E-04,-1.79637E-05,3.39832E-01,-7.59679E-02,7.61369E-03,-6.11541E-04,-4.87805E-03,0.00000E+00,7.91849E-12,4.29597E-09,-4.28805E-09,3.07783E-16,4.28805E-09
28,0.00000E+00,2.80000E+01,-8.79152E-07,6.28653E-08,2.72903E-04,-2.66103E-05,2.60360E-01,-9.97455E-02,6.97395E-03,-8.02952E-04,-4.87805E-03,0.00000E+00,8.28467E-12,4.28855E-09,-4.28026E-09,3.02617E-16,4.28026E-09
29,0.00000E+00,2.90000E+01,-8.77142E-07,8.34891E-08,2.69858E-04,-3.44766E-05,2.38776E-01,-5.23600E-02,6.80019E-03,-4.21498E-04,-4.87805E-03,0.00000E+00,8.26062E-12,4.27874E-09,-4.27048E-09,2.97898E-16,4.27048E-09
30,0.00000E+00,3.00000E+01,-8.74679E-07,1.03889E-07,2.67485E-04,-4.19077E-05,2.73549E-01,-4.66543E-02,7.08012E-03,-3.75567E-04,-4.87805E-03,0.00000E+00,8.06519E-12,4.26673E-09,-4.25866E-09,2.95051E-16,4.25866E-09
31,0.00000E+00,3.10000E+01,-8.71752E-07,1.24026E-07,2.63867E-04,-4.89398E-05,3.00837E-01,-5.12180E-02,7.29979E-03,-4.12305E-04,-4.87805E-03,0.00000E+00,8.03648E-12,4.25245E-09,-4.24441E-09,2.89884E-16,4.24441E-09
32,0.00000E+00,3.20000E+01,-8.68363E-07,1.43858E-07,2.59148E-04,-5.50484E-05,3.07173E-01,-2.35996E-02,7.35079E-03,-1.89977E-04,-4.87805E-03,0.00000E+00,8.15592E-12,4.23592E-09,-4.22776E-09,2.82508E-16,4.22776E-09
33,0.00000E+00,3.30000E+01,-8.64553E-07,1.63366E-07,2.55652E-04,-6.06903E-05,3.27317E-01,-8.36177E-02,7.51295E-03,-6.73123E-04,-4.87805E-03,0.00000E+00,8.45108E-12,4.21733E-09,-4.20888E-09,2.77890E-16,4.20888E-09
34,0.00000E+00,3.40000E+01,-8.60339E-07,1.82485E-07,2.53642E-04,-6.67257E-05,3.27449E-01,-1.13624E-01,7.51401E-03,-9.14670E-04,-4.87805E-03,0.00000E+00,8.74184E-12,4.19678E-09,-4.18804E-09,2.76866E-16,4.18804E-09
35,0.00000E+00,3.50000E+01,-8.55753E-07,2.01177E-07,2.51133E-04,-7.20536E-05,2.78183E-01,-1.01741E-01,7.11742E-03,-8.19012E-04,-4.87805E-03,0.00000E+00,8.89654E-12,4.17440E-09,-4.16551E-09,2.74744E-16,4.16551E-09
36,0.00000E+00,3.60000E+01,-8.50903E-07,2.19428E-07,2.47902E-04,-7.64611E-05,2.54084E-01,-1.18823E-01,6.92343E-03,-9.56522E-04,-4.87805E-03,0.00000E+00,8.83092E-12,4.15075E-09,-4.14192E-09,2.70889E-16,4.14192E-09
