ID,X,Y,DispX,DispY,VelX,VelY,AccelX,AccelY,InternalForceX,InternalForceY,ExternalForceX,ExternalForceY,StrainEnergy,WorkPotential,PotentialEnergy,KineticEnergy,Lagrangian
0,0.00000E+00,0.00000E+00,-6.03332E-07,-2.87392E-07,-3.13658E-04,5.91274E-05,-2.18559E-01,-8.88207E-02,3.11865E-03,-7.15007E-04,-4.87805E-03,0.00000E+00,3.81495E-13,2.94308E-09,-2.94270E-09,4.10056E-16,2.94270E-09
1,0.00000E+00,1.00000E+00,-6.04693E-07,-2.78456E-07,-3.03642E-04,6.23724E-05,-3.56725E-01,-4.58425E-02,2.00641E-03,-3.69032E-04,-4.87805E-03,0.00000E+00,5.65581E-13,2.94972E-09,-2.94916E-09,3.86758E-16,2.94916E-09
2,0.00000E+00,2.00000E+00,-6.06293E-07,-2.69478E-07,-2.92338E-04,6.51176E-05,-3.03788E-01,8.61917E-02,2.43255E-03,6.93843E-04,-4.87805E-03,0.00000E+00,1.12291E-12,2.95753E-09,-2.95640E-09,3.61050E-16,2.95640E-09
3,0.00000E+00,3.00000E+00,-6.08054E-07,-2.60400E-07,-2.79235E-04,6.91700E-05,-2.64062E-01,1.07534E-01,2.75235E-03,8.65649E-04,-4.87805E-03,0.00000E+00,1.97109E-12,2.96612E-09,-2.96415E-09,3.33095E-16,2.96415E-09
4,0.00000E+00,4.00000E+00,-6.10095E-07,-2.51164E-07,-2.68881E-04,7.10685E-05,-1.89596E-01,1.54730E-01,3.35180E-03,1.24558E-03,-4.87805E-03,0.00000E+00,2.84066E-12,2.97607E-09,-2.97323E-09,3.11324E-16,2.97323E-09
5,0.00000E+00,5.00000E+00,-6.12380E-07,-2.41681E-07,-2.57237E-04,7.20343E-05,-8.16578E-02,1.72577E-01,4.22070E-03,1.38925E-03,-4.87805E-03,0.00000E+00,3.50755E-12,2.98722E-09,-2.98371E-09,2.87224E-16,2.98371E-09
6,0.00000E+00,6.00000E+00,-6.14821E-07,-2.31911E-07,-2.46187E-04,7.18417E-05,2.76916E-02,1.62287E-01,5.10097E-03,1.30641E-03,-4.87805E-03,0.00000E+00,3.77188E-12,2.99913E-09,-2.99535E-09,2.64721E-16,2.99536E-09
7,0.00000E+00,7.00000E+00,-6.17292E-07,-2.21844E-07,-2.36208E-04,7.05064E-05,4.48212E-02,1.47323E-01,5.23886E-03,1.18595E-03,-4.87805E-03,0.00000E+00,3.61601E-12,3.01118E-09,-3.00756E-09,2.44580E-16,3.00756E-09
8,0.00000E+00,8.00000E+00,-6.19751E-07,-2.11488E-07,-2.27673E-04,6.92064E-05,-2.87495E-02,1.22052E-01,4.64662E-03,9.82517E-04,-4.87805E-03,0.00000E+00,3.32876E-12,3.02317E-09,-3.01985E-09,2.27914E-16,3.01985E-09
9,0.00000E+00,9.00000E+00,-6.22270E-07,-2.00857E-07,-2.19371E-04,6.73816E-05,-4.11663E-02,1.03947E-01,4.54666E-03,8.36775E-04,-4.87805E-03,0.00000E+00,3.13800E-12,3.03546E-09,-3.03232E-09,2.11972E-16,3.03232E-09
10,0.00000E+00,1.00000E+01,-6.24831E-07,-1.89958E-07,-2.12775E-04,6.53492E-05,-2.05362E-03,1.05686E-01,4.86152E-03,8.50772E-04,-4.87805E-03,0.00000E+00,3.03470E-12,3.04796E-09,-3.04492E-09,1.99414E-16,3.04492E-09
11,0.00000E+00,1.10000E+01,-6.27370E-07,-1.78780E-07,-2.07000E-04,6.44275E-05,-3.48833E-03,6.27262E-02,4.84997E-03,5.04946E-04,-4.87805E-03,0.00000E+00,2.85344E-12,3.06034E-09,-3.05749E-09,1.89174E-16,3.05749E-09
12,0.00000E+00,1.20000E+01,-6.29909E-07,-1.67339E-07,-2.01170E-04,6.31926E-05,3.59335E-02,6.66023E-02,5.16731E-03,5.36149E-04,-4.87805E-03,0.00000E+00,2.72554E-12,3.07273E-09,-3.07000E-09,1.78962E-16,3.07000E-09
13,0.00000E+00,1.30000E+01,-6.32389E-07,-1.55641E-07,-1.93596E-04,6.21321E-05,8.85990E-02,1.23341E-01,5.59127E-03,9.92892E-04,-4.87805E-03,0.00000E+00,2.62795E-12,3.08483E-09,-3.08220E-09,1.66393E-16,3.08220E-09
14,0.00000E+00,1.40000E+01,-6.34741E-07,-1.43675E-07,-1.84414E-04,6.02110E-05,8.50644E-02,9.22642E-02,5.56282E-03,7.42726E-04,-4.87805E-03,0.00000E+00,2.39593E-12,3.09630E-09,-3.09390E-09,1.51477E-16,3.09390E-09
15,0.00000E+00,1.50000E+01,-6.36964E-07,-1.31469E-07,-1.76016E-04,5.64629E-05,5.79396E-02,6.09619E-02,5.34446E-03,4.90743E-04,-4.87805E-03,0.00000E+00,2.19127E-12,3.10714E-09,-3.10495E-09,1.37532E-16,3.10495E-09
16,0.00000E+00,1.60000E+01,-6.39072E-07,-1.19053E-07,-1.69207E-04,5.25328E-05,6.32546E-02,1.24667E-01,5.38725E-03,1.00357E-03,-4.87805E-03,0.00000E+00,2.14192E-12,3.11743E-09,-3.11528E-09,1.26348E-16,3.11528E-09
17,0.00000E+00,1.70000E+01,-6.41032E-07,-1.06413E-07,-1.62417E-04,4.84578E-05,6.95560E-02,1.48299E-01,5.43797E-03,1.19381E-03,-4.87805E-03,0.00000E+00,2.05687E-12,3.12699E-09,-3.12493E-09,1.15628E-16,3.12493E-09
18,0.00000E+00,1.80000E+01,-6.42822E-07,-9.35596E-08,-1.54288E-04,4.36919E-05,6.37769E-02,1.21918E-01,5.39145E-03,9.81444E-04,-4.87805E-03,0.00000E+00,1.90780E-12,3.13572E-09,-3.13381E-09,1.03497E-16,3.13381E-09
19,0.00000E+00,1.90000E+01,-6.44431E-07,-8.05170E-08,-1.47361E-04,3.79204E-05,7.44351E-02,1.11609E-01,5.47725E-03,8.98452E-04,-4.87805E-03,0.00000E+00,1.71836E-12,3.14357E-09,-3.14185E-09,9.31912E-17,3.14185E-09
20,0.00000E+00,2.00000E+01,-6.45825E-07,-6.73001E-08,-1.42480E-04,3.12071E-05,1.10656E-01,9.48863E-02,5.76883E-03,7.63835E-04,-4.87805E-03,0.00000E+00,1.45943E-12,3.15036E-09,-3.14890E-09,8.56290E-17,3.14891E-09
21,0.00000E+00,2.10000E+01,-6.46958E-07,-5.39479E-08,-1.38927E-04,2.46082E-05,1.65209E-01,8.68816E-02,6.20798E-03,6.99397E-04,-4.87805E-03,0.00000E+00,1.17238E-12,3.15589E-09,-3.15472E-09,8.01226E-17,3.15472E-09
22,0.00000E+00,2.20000E+01,-6.47748E-07,-4.04959E-08,-1.36790E-04,1.73985E-05,1.27332E-01,3.60981E-02,5.90307E-03,2.90589E-04,-4.87805E-03,0.00000E+00,1.05822E-12,3.15975E-09,-3.15869E-09,7.65320E-17,3.15869E-09
23,0.00000E+00,2.30000E+01,-6.48216E-07,-2.69975E-08,-1.35051E-04,1.17818E-05,1.08296E-02,-2.04375E-02,4.96523E-03,-1.64522E-04,-4.87805E-03,0.00000E+00,1.15341E-12,3.16203E-09,-3.16087E-09,7.39697E-17,3.16087E-09
24,0.00000E+00,2.40000E+01,-6.48486E-07,-1.34974E-08,-1.34583E-04,6.05082E-06,-3.69415E-02,-2.11708E-02,4.58067E-03,-1.70425E-04,-4.87805E-03,0.00000E+00,1.18891E-12,3.16334E-09,-3.16216E-09,7.30504E-17,3.16216E-09
25,0.00000E+00,2.50000E+01,-6.48584E-07,-1.57898E-16,-1.35005E-04,-6.40911E-12,-3.19609E-02,4.79422E-07,4.62076E-03,3.85935E-09,-4.87805E-03,0.00000E+00,1.16049E-12,3.16383E-09,-3.16266E-09,7.33607E-17,3.16266E-09
26,0.00000E+00,2.60000E+01,-6.48486E-07,1.34974E-08,-1.34583E-04,-6.05081E-06,-3.69415E-02,2.11706E-02,4.58067E-03,1.70423E-04,-4.87805E-03,0.00000E+00,1.18891E-12,3.16334E-09,-3.16216E-09,7.30504E-17,3.16216E-09
27,0.00000E+00,2.70000E+01,-6.48216E-07,2.69975E-08,-1.35051E-04,-1.17818E-05,1.08299E-02,2.04367E-02,4.96523E-03,1.64516E-04,-4.87805E-03,0.00000E+00,1.15341E-12,3.16203E-09,-3.16087E-09,7.39697E-17,3.16087E-09
28,0.00000E+00,2.80000E+01,-6.47748E-07,4.04959E-08,-1.36790E-04,-1.73985E-05,1.27332E-01,-3.60965E-02,5.90307E-03,-2.90577E-04,-4.87805E-03,0.00000E+00,1.05822E-12,3.15975E-09,-3.15869E-09,7.65320E-17,3.15869E-09
29,0.00000E+00,2.90000E+01,-6.46958E-07,5.39479E-08,-1.38927E-04,-2.46082E-05,1.65209E-01,-8.68803E-02,6.20798E-03,-6.99386E-04,-4.87805E-03,0.00000E+00,1.17238E-12,3.15589E-09,-3.15472E-09,8.01226E-17,3.15472E-09
30,0.00000E+00,3.00000E+01,-6.45825E-07,6.73001E-08,-1.42480E-04,-3.12070E-05,1.10656E-01,-9.48876E-02,5.76883E-03,-7.63845E-04,-4.87805E-03,0.00000E+00,1.45943E-12,3.15036E-09,-3.14890E-09,8.56290E-17,3.14891E-09
31,0.00000E+00,3.10000E+01,-6.44431E-07,8.05170E-08,-1.47361E-04,-3.79204E-05,7.44351E-02,-1.11610E-01,5.47725E-03,-8.98459E-04,-4.87805E-03,0.00000E+00,1.71836E-12,3.14357E-09,-3.14185E-09,9.31912E-17,3.14185E-09
32,0.00000E+00,3.20000E+01,-6.42822E-07,9.35596E-08,-1.54288E-04,-4.36919E-05,6.37769E-02,-1.21917E-01,5.39145E-03,-9.81436E-04,-4.87805E-03,0.00000E+00,1.90780E-12,3.13572E-09,-3.13381E-09,1.03497E-16,3.13381E-09
33,0.00000E+00,3.30000E+01,-6.41032E-07,1.06413E-07,-1.62417E-04,-4.84578E-05,6.95560E-02,-1.48300E-01,5.43797E-03,-1.19381E-03,-4.87805E-03,0.00000E+00,2.05687E-12,3.12699E-09,-3.12493E-09,1.15628E-16,3.12493E-09
34,0.00000E+00,3.40000E+01,-6.39072E-07,1.19053E-07,-1.69207E-04,-5.25328E-05,6.32542E-02,-1.24666E-01,5.38725E-03,-1.00356E-03,-4.87805E-03,0.00000E+00,2.14192E-12,3.11743E-09,-3.11528E-09,1.26348E-16,3.11528E-09
35,0.00000E+00,3.50000E+01,-6.36964E-07,1.31469E-07,-1.76016E-04,-5.64629E-05,5.79395E-02,-6.09616E-02,5.34446E-03,-4.90741E-04,-4.87805E-03,0.00000E+00,2.19127E-12,3.10714E-09,-3.10495E-09,1.37532E-16,3.10495E-09
36,0.00000E+00,3.60000E+01,-6.34741E-07,1.43675E-07,-1.84414E-04,-6.02110E-05,8.50645E-02,-9.22643E-02,5.56282E-03,-7.42728E-04,-4.87805E-03,0.00000E+00,2.39593E-12,3.09630E-09,-3.09390E-09,1.51477E-16,3.09390E-09
37,0.00000E+00,3.70000E+01,-6.32389E-07,1.55641E-07,-1.93596E-04,-6.21321E-05,8.85991E-02,-1.23342E-01,5.59127E-03,-9.92905E-04,-4.87805E-03,0.00000E+00,2.62795E-12,3.08483E-09,-3.08220E-09,1.66393E-16,3.08220E-09
38,0.00000E+00,3.80000E+01,-6.29909E-07,1.67339E-07,-2.01170E-04,-6.31926E-05,3.59338E-02,-6.66019E-02,5.16732E-03,-5.36145E-04,-4.87805E-03,0.00000E+00,2.72554E-12,3.07273E-09,-3.07000E-09,1.78962E-16,3.07000E-09
39,0.00000E+00,3.90000E+01,-6.27370E-07,1.78780E-07,-2.07000E-04,-6.44275E-05,-3.48780E-03,-6.27251E-02,4.84997E-03,-5.04937E-04,-4.87805E-03,0.00000E+00,2.85344E-12,3.06034E-09,-3.05749E-09,1.89174E-16,3.05749E-09
